promo_id,store_id,store_name,province,item_id,item_name,category,start_date,end_date,duration_days,discount_pct,promo_type
3730,7,Brisbane CBD,Queensland,11,Frozen Mixed Vegetables 1kg,Dairy & Frozen,2024-07-24,2024-08-05,13,10.0,In-Store Display
3731,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2024-08-08,2024-08-16,9,25.0,Catalogue
3732,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2023-08-24,2023-09-01,9,25.0,Catalogue
3733,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2025-08-25,2025-09-07,14,20.0,Catalogue
3734,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2023-05-07,2023-05-13,7,30.0,Catalogue
3735,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2024-10-22,2024-11-02,12,10.0,In-Store Display
3736,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2025-06-05,2025-06-18,14,30.0,Catalogue
3737,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2023-10-15,2023-10-23,9,15.0,In-Store Display
3738,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2024-02-16,2024-02-25,10,20.0,Catalogue
3739,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2024-05-27,2024-06-08,13,30.0,Catalogue
3740,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2023-01-29,2023-02-03,6,15.0,In-Store Display
3741,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2023-07-08,2023-07-20,13,15.0,In-Store Display
3742,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2025-11-03,2025-11-08,6,10.0,In-Store Display
3743,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2024-07-16,2024-07-20,5,10.0,In-Store Display
3744,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2025-09-25,2025-10-05,11,10.0,In-Store Display
3745,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2024-04-11,2024-04-22,12,15.0,In-Store Display
3746,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2024-11-24,2024-12-01,8,10.0,In-Store Display
3747,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2023-03-03,2023-03-14,12,25.0,Catalogue
3748,7,Brisbane CBD,Queensland,12,Frozen Meat Pies 4pk,Dairy & Frozen,2025-07-05,2025-07-14,10,15.0,In-Store Display
3749,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2023-01-20,2023-02-02,14,10.0,In-Store Display
3750,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2024-10-29,2024-11-06,9,20.0,Catalogue
3751,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2023-04-11,2023-04-17,7,20.0,Catalogue
3752,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2023-11-11,2023-11-18,8,25.0,Catalogue
3753,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2025-06-27,2025-07-01,5,15.0,In-Store Display
3754,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2025-11-11,2025-11-22,12,30.0,Catalogue
3755,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2024-05-15,2024-05-21,7,25.0,Catalogue
3756,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2023-03-17,2023-03-27,11,10.0,In-Store Display
3757,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2024-06-05,2024-06-09,5,15.0,In-Store Display
3758,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2023-08-20,2023-08-24,5,15.0,In-Store Display
3759,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2023-05-30,2023-06-05,7,30.0,Catalogue
3760,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2024-04-01,2024-04-13,13,10.0,In-Store Display
3761,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2023-09-21,2023-09-29,9,20.0,Catalogue
3762,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2025-01-15,2025-01-28,14,10.0,In-Store Display
3763,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2024-12-03,2024-12-07,5,10.0,In-Store Display
3764,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2025-07-16,2025-07-25,10,15.0,In-Store Display
3765,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2024-06-29,2024-07-09,11,20.0,Catalogue
3766,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2025-04-15,2025-04-23,9,10.0,In-Store Display
3767,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2025-09-13,2025-09-18,6,25.0,Catalogue
3768,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2023-07-01,2023-07-14,14,20.0,Catalogue
3769,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2024-03-06,2024-03-16,11,20.0,Catalogue
3770,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2025-08-09,2025-08-13,5,30.0,Catalogue
3771,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2024-08-03,2024-08-15,13,10.0,In-Store Display
3772,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2025-05-29,2025-06-06,9,20.0,Catalogue
3773,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2024-02-15,2024-02-19,5,15.0,In-Store Display
3774,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2023-12-19,2023-12-28,10,25.0,Catalogue
3775,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2024-09-06,2024-09-16,11,25.0,Catalogue
3776,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2025-12-21,2025-12-27,7,10.0,In-Store Display
3777,7,Brisbane CBD,Queensland,13,Cola Soft Drink 1.25L,Beverages,2025-02-28,2025-03-13,14,10.0,In-Store Display
3778,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2024-06-07,2024-06-18,12,25.0,Catalogue
3779,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2024-08-26,2024-08-31,6,25.0,Catalogue
3780,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2023-08-10,2023-08-19,10,20.0,Catalogue
3781,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2024-12-09,2024-12-16,8,10.0,In-Store Display
3782,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2023-01-26,2023-01-30,5,25.0,Catalogue
3783,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2025-05-20,2025-05-25,6,30.0,Catalogue
3784,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2023-03-30,2023-04-04,6,15.0,In-Store Display
3785,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2023-03-02,2023-03-10,9,15.0,In-Store Display
3786,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2024-05-04,2024-05-13,10,30.0,Catalogue
3787,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2023-09-12,2023-09-24,13,20.0,Catalogue
3788,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2023-01-01,2023-01-09,9,15.0,In-Store Display
3789,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2025-09-28,2025-10-08,11,20.0,Catalogue
3790,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2024-07-27,2024-08-03,8,10.0,In-Store Display
3791,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2025-11-21,2025-12-02,12,25.0,Catalogue
3792,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2024-03-03,2024-03-11,9,10.0,In-Store Display
3793,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2025-01-07,2025-01-12,6,10.0,In-Store Display
3794,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2024-04-07,2024-04-13,7,10.0,In-Store Display
3795,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2023-04-20,2023-04-24,5,30.0,Catalogue
3796,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2023-12-18,2023-12-27,10,20.0,Catalogue
3797,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2024-01-24,2024-02-01,9,20.0,Catalogue
3798,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2025-03-11,2025-03-18,8,30.0,Catalogue
3799,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2025-07-01,2025-07-09,9,15.0,In-Store Display
3800,7,Brisbane CBD,Queensland,14,Orange Juice 2L,Beverages,2024-10-23,2024-11-02,11,30.0,Catalogue
3801,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2023-09-21,2023-09-30,10,10.0,In-Store Display
3802,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2025-12-01,2025-12-12,12,10.0,In-Store Display
3803,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2024-03-25,2024-04-01,8,15.0,In-Store Display
3804,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2025-03-26,2025-04-04,10,15.0,In-Store Display
3805,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2025-02-02,2025-02-14,13,10.0,In-Store Display
3806,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2024-12-08,2024-12-13,6,20.0,Catalogue
3807,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2024-04-25,2024-05-05,11,30.0,Catalogue
3808,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2024-09-17,2024-09-28,12,15.0,In-Store Display
3809,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2023-04-02,2023-04-09,8,10.0,In-Store Display
3810,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2025-05-01,2025-05-05,5,25.0,Catalogue
3811,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2023-06-15,2023-06-20,6,20.0,Catalogue
3812,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2024-11-07,2024-11-14,8,20.0,Catalogue
3813,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2023-01-08,2023-01-21,14,25.0,Catalogue
3814,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2024-02-03,2024-02-13,11,20.0,Catalogue
3815,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2024-07-25,2024-08-01,8,50.0,Clearance
3816,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2025-10-04,2025-10-13,10,30.0,Catalogue
3817,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2025-06-04,2025-06-13,10,25.0,Catalogue
3818,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2025-08-07,2025-08-18,12,30.0,Catalogue
3819,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2023-02-25,2023-03-06,10,15.0,In-Store Display
3820,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2023-07-26,2023-08-07,13,25.0,Catalogue
3821,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2025-07-09,2025-07-22,14,25.0,Catalogue
3822,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2023-10-31,2023-11-04,5,10.0,In-Store Display
3823,7,Brisbane CBD,Queensland,15,Spring Water 6L,Beverages,2024-01-11,2024-01-19,9,10.0,In-Store Display
3824,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2024-03-17,2024-03-25,9,20.0,Catalogue
3825,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2024-12-24,2024-12-31,8,25.0,Catalogue
3826,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2023-07-31,2023-08-07,8,25.0,Catalogue
3827,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2024-09-07,2024-09-14,8,20.0,Catalogue
3828,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2023-02-28,2023-03-08,9,10.0,In-Store Display
3829,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2023-06-21,2023-06-30,10,10.0,In-Store Display
3830,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2024-10-26,2024-11-02,8,25.0,Catalogue
3831,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2024-06-21,2024-06-26,6,15.0,In-Store Display
3832,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2025-05-22,2025-05-28,7,15.0,In-Store Display
3833,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2024-01-10,2024-01-17,8,10.0,In-Store Display
3834,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2023-05-14,2023-05-25,12,10.0,In-Store Display
3835,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2023-09-02,2023-09-08,7,25.0,Catalogue
3836,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2023-03-24,2023-03-30,7,25.0,Catalogue
3837,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2025-08-11,2025-08-18,8,15.0,In-Store Display
3838,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2023-11-29,2023-12-04,6,10.0,In-Store Display
3839,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2024-07-11,2024-07-24,14,10.0,In-Store Display
3840,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2025-09-28,2025-10-03,6,20.0,Catalogue
3841,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2024-05-10,2024-05-18,9,20.0,Catalogue
3842,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2025-11-06,2025-11-17,12,15.0,In-Store Display
3843,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2025-06-26,2025-07-07,12,15.0,In-Store Display
3844,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2025-02-14,2025-02-26,13,15.0,In-Store Display
3845,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2025-12-09,2025-12-17,9,25.0,Catalogue
3846,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2025-03-22,2025-03-28,7,15.0,In-Store Display
3847,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2023-01-09,2023-01-21,13,25.0,Catalogue
3848,7,Brisbane CBD,Queensland,16,Ground Coffee 1kg,Beverages,2023-04-23,2023-04-29,7,10.0,In-Store Display
3849,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2023-05-13,2023-05-22,10,50.0,Clearance
3850,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2024-09-21,2024-10-03,13,15.0,In-Store Display
3851,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2025-03-06,2025-03-15,10,30.0,Catalogue
3852,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2024-05-06,2024-05-18,13,50.0,Clearance
3853,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2023-11-12,2023-11-22,11,15.0,In-Store Display
3854,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2025-06-12,2025-06-20,9,20.0,Catalogue
3855,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2024-02-23,2024-02-29,7,20.0,Catalogue
3856,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2024-10-29,2024-11-08,11,25.0,Catalogue
3857,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2025-03-31,2025-04-09,10,15.0,In-Store Display
3858,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2023-08-25,2023-09-02,9,30.0,Catalogue
3859,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2023-01-26,2023-02-04,10,10.0,In-Store Display
3860,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2025-07-31,2025-08-09,10,15.0,In-Store Display
3861,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2024-04-06,2024-04-16,11,10.0,In-Store Display
3862,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2025-10-14,2025-10-23,10,10.0,In-Store Display
3863,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2023-12-22,2023-12-29,8,15.0,In-Store Display
3864,7,Brisbane CBD,Queensland,17,Black Tea Bags 100pk,Beverages,2024-07-30,2024-08-05,7,10.0,In-Store Display
3865,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2024-04-27,2024-05-02,6,25.0,Catalogue
3866,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2023-07-09,2023-07-19,11,30.0,Catalogue
3867,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2023-01-11,2023-01-24,14,30.0,Catalogue
3868,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2023-04-09,2023-04-13,5,30.0,Catalogue
3869,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2024-05-17,2024-05-28,12,10.0,In-Store Display
3870,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2024-02-27,2024-03-06,9,10.0,In-Store Display
3871,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2024-12-19,2024-12-23,5,10.0,In-Store Display
3872,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2024-06-29,2024-07-12,14,50.0,Clearance
3873,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2024-10-20,2024-11-02,14,10.0,In-Store Display
3874,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2025-07-02,2025-07-12,11,20.0,Catalogue
3875,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2023-12-23,2024-01-02,11,25.0,Catalogue
3876,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2023-05-12,2023-05-18,7,10.0,In-Store Display
3877,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2023-08-18,2023-08-28,11,20.0,Catalogue
3878,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2025-05-05,2025-05-10,6,30.0,Catalogue
3879,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2023-06-15,2023-06-21,7,10.0,In-Store Display
3880,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2023-09-15,2023-09-20,6,10.0,In-Store Display
3881,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2023-11-15,2023-11-22,8,25.0,Catalogue
3882,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2025-06-04,2025-06-12,9,20.0,Catalogue
3883,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2024-07-28,2024-08-04,8,30.0,Catalogue
3884,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2025-11-01,2025-11-13,13,25.0,Catalogue
3885,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2025-02-28,2025-03-07,8,25.0,Catalogue
3886,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2025-12-14,2025-12-20,7,30.0,Catalogue
3887,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2025-01-17,2025-01-27,11,10.0,In-Store Display
3888,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2025-07-31,2025-08-10,11,10.0,In-Store Display
3889,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2024-09-02,2024-09-07,6,25.0,Catalogue
3890,7,Brisbane CBD,Queensland,18,Sports Drink 600ml,Beverages,2024-01-25,2024-02-06,13,10.0,In-Store Display
3891,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2024-12-04,2024-12-17,14,10.0,In-Store Display
3892,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-01-17,2023-01-23,7,10.0,In-Store Display
3893,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-08-23,2023-09-04,13,20.0,Catalogue
3894,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2024-08-15,2024-08-27,13,10.0,In-Store Display
3895,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-10-23,2023-11-01,10,15.0,In-Store Display
3896,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-02-21,2023-02-27,7,15.0,In-Store Display
3897,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2024-02-13,2024-02-23,11,30.0,Catalogue
3898,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-05-13,2023-05-22,10,20.0,Catalogue
3899,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2025-08-12,2025-08-25,14,30.0,Catalogue
3900,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2024-05-21,2024-06-03,14,20.0,Catalogue
3901,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2025-05-11,2025-05-24,14,25.0,Catalogue
3902,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-06-06,2023-06-10,5,10.0,In-Store Display
3903,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2024-01-25,2024-01-29,5,25.0,Catalogue
3904,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2025-12-22,2025-12-27,6,25.0,Catalogue
3905,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2024-07-11,2024-07-18,8,10.0,In-Store Display
3906,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2024-09-16,2024-09-28,13,10.0,In-Store Display
3907,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2025-02-26,2025-03-06,9,10.0,In-Store Display
3908,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2025-07-02,2025-07-07,6,15.0,In-Store Display
3909,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2025-01-14,2025-01-25,12,30.0,Catalogue
3910,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2025-04-09,2025-04-15,7,20.0,Catalogue
3911,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2025-09-20,2025-10-01,12,25.0,Catalogue
3912,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2024-10-19,2024-10-31,13,15.0,In-Store Display
3913,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2024-04-03,2024-04-13,11,10.0,In-Store Display
3914,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-12-18,2023-12-24,7,30.0,Catalogue
3915,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2025-10-20,2025-10-29,10,30.0,Catalogue
3916,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-09-21,2023-09-27,7,25.0,Catalogue
3917,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-03-22,2023-03-27,6,15.0,In-Store Display
3918,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-04-14,2023-04-22,9,30.0,Catalogue
3919,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-07-26,2023-08-04,10,30.0,Catalogue
3920,7,Brisbane CBD,Queensland,19,Potato Chips 175g,Snacks,2023-11-16,2023-11-26,11,25.0,Catalogue
3921,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2024-06-22,2024-07-02,11,10.0,In-Store Display
3922,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2023-12-26,2024-01-06,12,15.0,In-Store Display
3923,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2024-04-11,2024-04-18,8,20.0,Catalogue
3924,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2024-03-08,2024-03-13,6,10.0,In-Store Display
3925,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2023-04-16,2023-04-20,5,30.0,Catalogue
3926,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2024-05-11,2024-05-16,6,15.0,In-Store Display
3927,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2023-11-29,2023-12-06,8,20.0,Catalogue
3928,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2024-10-04,2024-10-17,14,20.0,Catalogue
3929,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2024-09-02,2024-09-13,12,20.0,Catalogue
3930,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2025-12-01,2025-12-06,6,10.0,In-Store Display
3931,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2025-07-04,2025-07-16,13,30.0,Catalogue
3932,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2025-04-16,2025-04-25,10,20.0,Catalogue
3933,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2025-01-24,2025-02-05,13,10.0,In-Store Display
3934,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2023-08-25,2023-09-04,11,25.0,Catalogue
3935,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2024-06-03,2024-06-07,5,25.0,Catalogue
3936,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2023-06-13,2023-06-23,11,20.0,Catalogue
3937,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2023-10-20,2023-10-27,8,15.0,In-Store Display
3938,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2025-02-22,2025-03-01,8,50.0,Clearance
3939,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2023-01-07,2023-01-19,13,15.0,In-Store Display
3940,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2023-07-13,2023-07-20,8,25.0,Catalogue
3941,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2024-01-28,2024-02-10,14,15.0,In-Store Display
3942,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2023-02-07,2023-02-19,13,30.0,Catalogue
3943,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2025-09-01,2025-09-12,12,15.0,In-Store Display
3944,7,Brisbane CBD,Queensland,20,Sweet Biscuits 250g,Snacks,2025-10-21,2025-11-01,12,15.0,In-Store Display
