date,city,province,temperature,humidity,season
2023-05-06,Brisbane,Queensland,20.6,65.4,Autumn
2023-05-07,Brisbane,Queensland,19.3,64.2,Autumn
2023-05-08,Brisbane,Queensland,22.0,58.4,Autumn
2023-05-09,Brisbane,Queensland,22.2,66.5,Autumn
2023-05-10,Brisbane,Queensland,19.6,63.4,Autumn
2023-05-11,Brisbane,Queensland,20.6,64.9,Autumn
2023-05-12,Brisbane,Queensland,20.2,77.2,Autumn
2023-05-13,Brisbane,Queensland,18.4,65.9,Autumn
2023-05-14,Brisbane,Queensland,16.1,68.3,Autumn
2023-05-15,Brisbane,Queensland,19.3,80.5,Autumn
2023-05-16,Brisbane,Queensland,19.3,67.3,Autumn
2023-05-17,Brisbane,Queensland,17.5,59.5,Autumn
2023-05-18,Brisbane,Queensland,19.1,72.6,Autumn
2023-05-19,Brisbane,Queensland,18.5,67.7,Autumn
2023-05-20,Brisbane,Queensland,20.8,70.1,Autumn
2023-05-21,Brisbane,Queensland,20.0,68.4,Autumn
2023-05-22,Brisbane,Queensland,19.7,68.9,Autumn
2023-05-23,Brisbane,Queensland,18.7,74.2,Autumn
2023-05-24,Brisbane,Queensland,19.9,69.8,Autumn
2023-05-25,Brisbane,Queensland,16.2,75.1,Autumn
2023-05-26,Brisbane,Queensland,17.2,74.0,Autumn
2023-05-27,Brisbane,Queensland,19.6,71.0,Autumn
2023-05-28,Brisbane,Queensland,19.9,68.6,Autumn
2023-05-29,Brisbane,Queensland,21.9,61.8,Autumn
2023-05-30,Brisbane,Queensland,25.2,69.8,Autumn
2023-05-31,Brisbane,Queensland,24.7,68.3,Autumn
2023-06-01,Brisbane,Queensland,19.1,67.8,Winter
2023-06-02,Brisbane,Queensland,18.6,67.3,Winter
2023-06-03,Brisbane,Queensland,19.6,65.9,Winter
2023-06-04,Brisbane,Queensland,17.6,70.2,Winter
2023-06-05,Brisbane,Queensland,14.5,64.9,Winter
2023-06-06,Brisbane,Queensland,15.2,66.7,Winter
2023-06-07,Brisbane,Queensland,15.0,70.6,Winter
2023-06-08,Brisbane,Queensland,15.2,71.8,Winter
2023-06-09,Brisbane,Queensland,17.5,60.6,Winter
2023-06-10,Brisbane,Queensland,15.2,60.6,Winter
2023-06-11,Brisbane,Queensland,15.5,57.8,Winter
2023-06-12,Brisbane,Queensland,17.0,66.0,Winter
2023-06-13,Brisbane,Queensland,14.9,59.3,Winter
2023-06-14,Brisbane,Queensland,13.3,71.9,Winter
2023-06-15,Brisbane,Queensland,14.6,72.9,Winter
2023-06-16,Brisbane,Queensland,17.8,63.5,Winter
2023-06-17,Brisbane,Queensland,17.1,73.4,Winter
2023-06-18,Brisbane,Queensland,16.1,71.3,Winter
2023-06-19,Brisbane,Queensland,15.4,68.6,Winter
2023-06-20,Brisbane,Queensland,15.0,61.3,Winter
2023-06-21,Brisbane,Queensland,16.4,73.2,Winter
2023-06-22,Brisbane,Queensland,15.2,71.9,Winter
2023-06-23,Brisbane,Queensland,17.5,74.7,Winter
2023-06-24,Brisbane,Queensland,20.2,66.2,Winter
2023-06-25,Brisbane,Queensland,20.6,61.2,Winter
2023-06-26,Brisbane,Queensland,19.5,67.8,Winter
2023-06-27,Brisbane,Queensland,16.8,64.5,Winter
2023-06-28,Brisbane,Queensland,17.5,74.4,Winter
2023-06-29,Brisbane,Queensland,17.1,63.7,Winter
2023-06-30,Brisbane,Queensland,14.6,69.2,Winter
2023-07-01,Brisbane,Queensland,11.2,54.1,Winter
2023-07-02,Brisbane,Queensland,13.2,57.5,Winter
2023-07-03,Brisbane,Queensland,14.1,61.8,Winter
2023-07-04,Brisbane,Queensland,13.8,59.3,Winter
2023-07-05,Brisbane,Queensland,16.2,61.8,Winter
2023-07-06,Brisbane,Queensland,16.8,68.9,Winter
2023-07-07,Brisbane,Queensland,18.7,70.7,Winter
2023-07-08,Brisbane,Queensland,17.5,64.3,Winter
2023-07-09,Brisbane,Queensland,17.3,72.4,Winter
2023-07-10,Brisbane,Queensland,19.3,56.1,Winter
2023-07-11,Brisbane,Queensland,15.9,60.1,Winter
2023-07-12,Brisbane,Queensland,14.4,57.3,Winter
2023-07-13,Brisbane,Queensland,9.9,66.5,Winter
2023-07-14,Brisbane,Queensland,10.7,50.6,Winter
2023-07-15,Brisbane,Queensland,13.3,50.0,Winter
2023-07-16,Brisbane,Queensland,12.7,69.0,Winter
2023-07-17,Brisbane,Queensland,15.2,60.5,Winter
2023-07-18,Brisbane,Queensland,14.0,65.0,Winter
2023-07-19,Brisbane,Queensland,15.5,67.8,Winter
2023-07-20,Brisbane,Queensland,18.2,61.7,Winter
2023-07-21,Brisbane,Queensland,18.0,55.8,Winter
2023-07-22,Brisbane,Queensland,18.9,59.9,Winter
2023-07-23,Brisbane,Queensland,17.8,65.2,Winter
2023-07-24,Brisbane,Queensland,18.8,76.0,Winter
2023-07-25,Brisbane,Queensland,16.9,54.5,Winter
2023-07-26,Brisbane,Queensland,17.0,60.0,Winter
2023-07-27,Brisbane,Queensland,18.8,71.0,Winter
2023-07-28,Brisbane,Queensland,16.3,60.7,Winter
2023-07-29,Brisbane,Queensland,15.6,47.0,Winter
2023-07-30,Brisbane,Queensland,16.9,67.7,Winter
2023-07-31,Brisbane,Queensland,20.5,57.1,Winter
2023-08-01,Brisbane,Queensland,21.4,60.6,Winter
2023-08-02,Brisbane,Queensland,16.4,67.6,Winter
2023-08-03,Brisbane,Queensland,18.8,51.4,Winter
2023-08-04,Brisbane,Queensland,17.8,55.4,Winter
2023-08-05,Brisbane,Queensland,17.6,53.3,Winter
2023-08-06,Brisbane,Queensland,12.1,53.3,Winter
2023-08-07,Brisbane,Queensland,14.1,54.1,Winter
2023-08-08,Brisbane,Queensland,12.8,69.1,Winter
2023-08-09,Brisbane,Queensland,11.9,51.1,Winter
2023-08-10,Brisbane,Queensland,11.4,71.0,Winter
2023-08-11,Brisbane,Queensland,14.6,60.3,Winter
2023-08-12,Brisbane,Queensland,14.0,53.2,Winter
2023-08-13,Brisbane,Queensland,18.6,68.9,Winter
2023-08-14,Brisbane,Queensland,18.8,68.0,Winter
2023-08-15,Brisbane,Queensland,17.6,54.7,Winter
2023-08-16,Brisbane,Queensland,15.5,60.5,Winter
2023-08-17,Brisbane,Queensland,15.4,76.9,Winter
2023-08-18,Brisbane,Queensland,16.1,62.6,Winter
2023-08-19,Brisbane,Queensland,14.6,65.3,Winter
2023-08-20,Brisbane,Queensland,16.7,65.1,Winter
2023-08-21,Brisbane,Queensland,15.5,60.9,Winter
2023-08-22,Brisbane,Queensland,14.8,57.7,Winter
2023-08-23,Brisbane,Queensland,19.1,61.9,Winter
2023-08-24,Brisbane,Queensland,18.0,57.8,Winter
2023-08-25,Brisbane,Queensland,18.6,64.6,Winter
2023-08-26,Brisbane,Queensland,19.3,50.5,Winter
2023-08-27,Brisbane,Queensland,16.2,75.4,Winter
2023-08-28,Brisbane,Queensland,12.0,70.9,Winter
2023-08-29,Brisbane,Queensland,13.6,67.5,Winter
2023-08-30,Brisbane,Queensland,13.7,70.4,Winter
2023-08-31,Brisbane,Queensland,15.2,60.3,Winter
2023-09-01,Brisbane,Queensland,14.8,61.1,Spring
2023-09-02,Brisbane,Queensland,15.0,59.6,Spring
2023-09-03,Brisbane,Queensland,17.2,55.5,Spring
2023-09-04,Brisbane,Queensland,17.5,52.8,Spring
2023-09-05,Brisbane,Queensland,17.1,59.5,Spring
2023-09-06,Brisbane,Queensland,14.8,45.9,Spring
2023-09-07,Brisbane,Queensland,14.8,63.9,Spring
2023-09-08,Brisbane,Queensland,15.3,57.6,Spring
2023-09-09,Brisbane,Queensland,17.3,58.9,Spring
2023-09-10,Brisbane,Queensland,15.8,61.2,Spring
2023-09-11,Brisbane,Queensland,16.2,63.9,Spring
2023-09-12,Brisbane,Queensland,16.9,58.5,Spring
2023-09-13,Brisbane,Queensland,17.5,62.0,Spring
2023-09-14,Brisbane,Queensland,19.0,64.6,Spring
2023-09-15,Brisbane,Queensland,19.4,53.4,Spring
2023-09-16,Brisbane,Queensland,19.4,63.7,Spring
2023-09-17,Brisbane,Queensland,19.9,62.1,Spring
2023-09-18,Brisbane,Queensland,16.6,57.3,Spring
2023-09-19,Brisbane,Queensland,13.8,74.6,Spring
2023-09-20,Brisbane,Queensland,16.5,66.2,Spring
2023-09-21,Brisbane,Queensland,18.4,50.6,Spring
2023-09-22,Brisbane,Queensland,19.5,58.8,Spring
2023-09-23,Brisbane,Queensland,17.3,55.1,Spring
2023-09-24,Brisbane,Queensland,21.1,58.2,Spring
2023-09-25,Brisbane,Queensland,20.7,65.8,Spring
2023-09-26,Brisbane,Queensland,21.3,63.0,Spring
2023-09-27,Brisbane,Queensland,20.8,72.4,Spring
2023-09-28,Brisbane,Queensland,20.5,56.1,Spring
2023-09-29,Brisbane,Queensland,19.4,62.0,Spring
2023-09-30,Brisbane,Queensland,20.5,57.2,Spring
2023-10-01,Brisbane,Queensland,22.8,61.6,Spring
2023-10-02,Brisbane,Queensland,19.5,54.1,Spring
2023-10-03,Brisbane,Queensland,24.1,71.0,Spring
2023-10-04,Brisbane,Queensland,22.4,60.4,Spring
2023-10-05,Brisbane,Queensland,23.3,69.6,Spring
2023-10-06,Brisbane,Queensland,23.4,62.6,Spring
2023-10-07,Brisbane,Queensland,19.4,61.7,Spring
2023-10-08,Brisbane,Queensland,22.9,64.4,Spring
2023-10-09,Brisbane,Queensland,22.6,73.7,Spring
2023-10-10,Brisbane,Queensland,24.7,52.5,Spring
2023-10-11,Brisbane,Queensland,23.9,61.0,Spring
2023-10-12,Brisbane,Queensland,25.1,53.9,Spring
2023-10-13,Brisbane,Queensland,24.7,53.6,Spring
2023-10-14,Brisbane,Queensland,23.8,65.8,Spring
2023-10-15,Brisbane,Queensland,22.6,63.7,Spring
2023-10-16,Brisbane,Queensland,24.2,64.0,Spring
2023-10-17,Brisbane,Queensland,21.3,55.4,Spring
2023-10-18,Brisbane,Queensland,20.7,67.7,Spring
2023-10-19,Brisbane,Queensland,20.6,58.8,Spring
2023-10-20,Brisbane,Queensland,20.8,65.7,Spring
2023-10-21,Brisbane,Queensland,20.1,64.8,Spring
2023-10-22,Brisbane,Queensland,22.6,70.3,Spring
2023-10-23,Brisbane,Queensland,23.0,66.1,Spring
2023-10-24,Brisbane,Queensland,20.3,66.0,Spring
2023-10-25,Brisbane,Queensland,22.4,60.3,Spring
2023-10-26,Brisbane,Queensland,23.6,70.4,Spring
2023-10-27,Brisbane,Queensland,19.6,71.2,Spring
2023-10-28,Brisbane,Queensland,20.8,65.4,Spring
2023-10-29,Brisbane,Queensland,20.6,68.1,Spring
2023-10-30,Brisbane,Queensland,20.8,61.2,Spring
2023-10-31,Brisbane,Queensland,22.1,51.3,Spring
2023-11-01,Brisbane,Queensland,23.6,55.6,Spring
2023-11-02,Brisbane,Queensland,20.3,71.7,Spring
2023-11-03,Brisbane,Queensland,19.3,71.3,Spring
2023-11-04,Brisbane,Queensland,21.1,57.5,Spring
2023-11-05,Brisbane,Queensland,19.4,72.2,Spring
2023-11-06,Brisbane,Queensland,22.0,68.3,Spring
2023-11-07,Brisbane,Queensland,23.8,70.0,Spring
2023-11-08,Brisbane,Queensland,25.2,66.6,Spring
2023-11-09,Brisbane,Queensland,23.4,58.9,Spring
2023-11-10,Brisbane,Queensland,25.8,67.4,Spring
2023-11-11,Brisbane,Queensland,26.2,65.9,Spring
2023-11-12,Brisbane,Queensland,26.0,68.5,Spring
2023-11-13,Brisbane,Queensland,24.3,68.1,Spring
2023-11-14,Brisbane,Queensland,22.1,54.6,Spring
2023-11-15,Brisbane,Queensland,20.3,69.7,Spring
2023-11-16,Brisbane,Queensland,21.6,63.0,Spring
2023-11-17,Brisbane,Queensland,20.4,71.1,Spring
2023-11-18,Brisbane,Queensland,17.4,65.5,Spring
2023-11-19,Brisbane,Queensland,20.8,72.2,Spring
2023-11-20,Brisbane,Queensland,21.3,66.4,Spring
2023-11-21,Brisbane,Queensland,21.3,64.1,Spring
2023-11-22,Brisbane,Queensland,21.7,62.9,Spring
2023-11-23,Brisbane,Queensland,20.2,58.5,Spring
2023-11-24,Brisbane,Queensland,19.6,58.2,Spring
2023-11-25,Brisbane,Queensland,22.9,71.6,Spring
2023-11-26,Brisbane,Queensland,20.5,55.3,Spring
2023-11-27,Brisbane,Queensland,23.0,65.6,Spring
2023-11-28,Brisbane,Queensland,25.4,64.3,Spring
2023-11-29,Brisbane,Queensland,23.3,64.2,Spring
2023-11-30,Brisbane,Queensland,26.1,62.1,Spring
2023-12-01,Brisbane,Queensland,31.9,66.6,Summer
2023-12-02,Brisbane,Queensland,26.9,68.4,Summer
2023-12-03,Brisbane,Queensland,27.3,59.6,Summer
2023-12-04,Brisbane,Queensland,24.7,64.6,Summer
2023-12-05,Brisbane,Queensland,24.0,67.7,Summer
2023-12-06,Brisbane,Queensland,23.3,63.8,Summer
2023-12-07,Brisbane,Queensland,23.0,66.2,Summer
2023-12-08,Brisbane,Queensland,20.9,65.1,Summer
2023-12-09,Brisbane,Queensland,21.7,70.0,Summer
2023-12-10,Brisbane,Queensland,22.6,57.3,Summer
2023-12-11,Brisbane,Queensland,23.2,65.8,Summer
2023-12-12,Brisbane,Queensland,23.4,69.9,Summer
2023-12-13,Brisbane,Queensland,23.0,58.2,Summer
2023-12-14,Brisbane,Queensland,23.1,61.7,Summer
2023-12-15,Brisbane,Queensland,22.9,59.8,Summer
2023-12-16,Brisbane,Queensland,23.1,73.7,Summer
2023-12-17,Brisbane,Queensland,23.5,61.6,Summer
2023-12-18,Brisbane,Queensland,24.4,59.8,Summer
2023-12-19,Brisbane,Queensland,24.4,77.4,Summer
2023-12-20,Brisbane,Queensland,23.5,60.8,Summer
2023-12-21,Brisbane,Queensland,23.7,59.6,Summer
2023-12-22,Brisbane,Queensland,23.8,68.3,Summer
2023-12-23,Brisbane,Queensland,23.2,79.8,Summer
2023-12-24,Brisbane,Queensland,25.6,66.5,Summer
2023-12-25,Brisbane,Queensland,23.3,62.8,Summer
2023-12-26,Brisbane,Queensland,18.9,64.7,Summer
2023-12-27,Brisbane,Queensland,22.5,67.3,Summer
2023-12-28,Brisbane,Queensland,27.0,71.1,Summer
2023-12-29,Brisbane,Queensland,27.0,72.4,Summer
2023-12-30,Brisbane,Queensland,25.1,65.5,Summer
2023-12-31,Brisbane,Queensland,27.1,69.0,Summer
2024-01-01,Brisbane,Queensland,24.6,67.4,Summer
2024-01-02,Brisbane,Queensland,23.2,66.8,Summer
2024-01-03,Brisbane,Queensland,26.1,65.3,Summer
2024-01-04,Brisbane,Queensland,27.4,74.5,Summer
2024-01-05,Brisbane,Queensland,25.9,57.6,Summer
2024-01-06,Brisbane,Queensland,25.4,63.4,Summer
2024-01-07,Brisbane,Queensland,26.2,62.6,Summer
2024-01-08,Brisbane,Queensland,27.3,74.0,Summer
2024-01-09,Brisbane,Queensland,26.7,84.5,Summer
2024-01-10,Brisbane,Queensland,28.0,67.0,Summer
2024-01-11,Brisbane,Queensland,28.7,67.8,Summer
2024-01-12,Brisbane,Queensland,29.4,68.3,Summer
2024-01-13,Brisbane,Queensland,30.5,63.3,Summer
2024-01-14,Brisbane,Queensland,26.2,53.0,Summer
2024-01-15,Brisbane,Queensland,24.5,62.1,Summer
2024-01-16,Brisbane,Queensland,22.9,67.3,Summer
2024-01-17,Brisbane,Queensland,24.8,69.6,Summer
2024-01-18,Brisbane,Queensland,24.4,68.8,Summer
2024-01-19,Brisbane,Queensland,24.2,73.3,Summer
2024-01-20,Brisbane,Queensland,26.2,84.0,Summer
2024-01-21,Brisbane,Queensland,26.7,82.6,Summer
2024-01-22,Brisbane,Queensland,25.4,68.8,Summer
2024-01-23,Brisbane,Queensland,26.2,71.3,Summer
2024-01-24,Brisbane,Queensland,23.1,75.2,Summer
2024-01-25,Brisbane,Queensland,22.0,63.7,Summer
2024-01-26,Brisbane,Queensland,26.6,54.8,Summer
2024-01-27,Brisbane,Queensland,22.9,69.9,Summer
2024-01-28,Brisbane,Queensland,19.6,73.9,Summer
2024-01-29,Brisbane,Queensland,22.9,85.5,Summer
2024-01-30,Brisbane,Queensland,22.9,70.6,Summer
2024-01-31,Brisbane,Queensland,23.2,74.4,Summer
2024-02-01,Brisbane,Queensland,23.3,79.4,Summer
2024-02-02,Brisbane,Queensland,27.2,62.9,Summer
2024-02-03,Brisbane,Queensland,27.4,76.6,Summer
2024-02-04,Brisbane,Queensland,25.6,76.1,Summer
2024-02-05,Brisbane,Queensland,28.4,79.7,Summer
2024-02-06,Brisbane,Queensland,28.5,77.2,Summer
2024-02-07,Brisbane,Queensland,26.6,68.7,Summer
2024-02-08,Brisbane,Queensland,28.1,74.7,Summer
2024-02-09,Brisbane,Queensland,29.2,70.1,Summer
2024-02-10,Brisbane,Queensland,31.0,69.8,Summer
2024-02-11,Brisbane,Queensland,28.5,87.8,Summer
2024-02-12,Brisbane,Queensland,26.0,66.2,Summer
2024-02-13,Brisbane,Queensland,23.2,68.2,Summer
2024-02-14,Brisbane,Queensland,24.9,72.2,Summer
2024-02-15,Brisbane,Queensland,25.4,66.1,Summer
2024-02-16,Brisbane,Queensland,26.2,68.8,Summer
2024-02-17,Brisbane,Queensland,24.2,71.0,Summer
2024-02-18,Brisbane,Queensland,23.5,82.1,Summer
2024-02-19,Brisbane,Queensland,24.0,64.9,Summer
2024-02-20,Brisbane,Queensland,26.6,74.0,Summer
2024-02-21,Brisbane,Queensland,26.4,65.5,Summer
2024-02-22,Brisbane,Queensland,27.6,61.5,Summer
2024-02-23,Brisbane,Queensland,24.7,77.9,Summer
2024-02-24,Brisbane,Queensland,25.3,79.0,Summer
2024-02-25,Brisbane,Queensland,24.9,74.2,Summer
2024-02-26,Brisbane,Queensland,27.7,73.6,Summer
2024-02-27,Brisbane,Queensland,24.8,78.7,Summer
2024-02-28,Brisbane,Queensland,28.1,72.8,Summer
2024-02-29,Brisbane,Queensland,27.5,63.8,Summer
2024-03-01,Brisbane,Queensland,27.6,63.6,Autumn
2024-03-02,Brisbane,Queensland,23.5,72.9,Autumn
2024-03-03,Brisbane,Queensland,24.9,64.7,Autumn
2024-03-04,Brisbane,Queensland,24.9,63.0,Autumn
2024-03-05,Brisbane,Queensland,26.7,65.7,Autumn
2024-03-06,Brisbane,Queensland,28.7,61.0,Autumn
2024-03-07,Brisbane,Queensland,27.0,70.8,Autumn
2024-03-08,Brisbane,Queensland,25.7,76.1,Autumn
2024-03-09,Brisbane,Queensland,23.1,71.8,Autumn
2024-03-10,Brisbane,Queensland,23.7,71.5,Autumn
2024-03-11,Brisbane,Queensland,23.8,68.2,Autumn
2024-03-12,Brisbane,Queensland,24.3,73.4,Autumn
2024-03-13,Brisbane,Queensland,23.7,74.1,Autumn
2024-03-14,Brisbane,Queensland,20.4,86.4,Autumn
2024-03-15,Brisbane,Queensland,21.8,66.8,Autumn
2024-03-16,Brisbane,Queensland,24.1,66.1,Autumn
2024-03-17,Brisbane,Queensland,25.4,77.9,Autumn
2024-03-18,Brisbane,Queensland,26.6,66.9,Autumn
2024-03-19,Brisbane,Queensland,27.8,79.4,Autumn
2024-03-20,Brisbane,Queensland,27.4,63.5,Autumn
2024-03-21,Brisbane,Queensland,26.6,64.9,Autumn
2024-03-22,Brisbane,Queensland,25.4,63.7,Autumn
2024-03-23,Brisbane,Queensland,24.3,61.5,Autumn
2024-03-24,Brisbane,Queensland,20.8,76.6,Autumn
2024-03-25,Brisbane,Queensland,19.2,75.4,Autumn
2024-03-26,Brisbane,Queensland,21.3,78.1,Autumn
2024-03-27,Brisbane,Queensland,22.1,80.0,Autumn
2024-03-28,Brisbane,Queensland,24.5,72.3,Autumn
2024-03-29,Brisbane,Queensland,24.4,76.3,Autumn
2024-03-30,Brisbane,Queensland,25.6,60.7,Autumn
2024-03-31,Brisbane,Queensland,25.9,72.9,Autumn
2024-04-01,Brisbane,Queensland,21.5,74.2,Autumn
2024-04-02,Brisbane,Queensland,22.5,81.5,Autumn
2024-04-03,Brisbane,Queensland,20.5,68.4,Autumn
2024-04-04,Brisbane,Queensland,20.3,72.0,Autumn
2024-04-05,Brisbane,Queensland,23.0,62.9,Autumn
2024-04-06,Brisbane,Queensland,21.0,69.0,Autumn
2024-04-07,Brisbane,Queensland,22.1,69.4,Autumn
2024-04-08,Brisbane,Queensland,23.2,65.5,Autumn
2024-04-09,Brisbane,Queensland,20.0,63.0,Autumn
2024-04-10,Brisbane,Queensland,21.3,65.0,Autumn
2024-04-11,Brisbane,Queensland,20.5,70.3,Autumn
2024-04-12,Brisbane,Queensland,21.7,79.3,Autumn
2024-04-13,Brisbane,Queensland,23.3,66.7,Autumn
2024-04-14,Brisbane,Queensland,24.2,56.6,Autumn
2024-04-15,Brisbane,Queensland,27.2,69.7,Autumn
2024-04-16,Brisbane,Queensland,25.3,63.4,Autumn
2024-04-17,Brisbane,Queensland,25.2,71.9,Autumn
2024-04-18,Brisbane,Queensland,24.8,67.8,Autumn
2024-04-19,Brisbane,Queensland,26.9,62.6,Autumn
2024-04-20,Brisbane,Queensland,27.1,72.6,Autumn
2024-04-21,Brisbane,Queensland,24.4,66.2,Autumn
2024-04-22,Brisbane,Queensland,23.5,72.3,Autumn
2024-04-23,Brisbane,Queensland,24.8,74.2,Autumn
2024-04-24,Brisbane,Queensland,23.6,79.8,Autumn
2024-04-25,Brisbane,Queensland,25.0,68.7,Autumn
2024-04-26,Brisbane,Queensland,23.9,76.7,Autumn
2024-04-27,Brisbane,Queensland,23.2,66.2,Autumn
2024-04-28,Brisbane,Queensland,24.2,77.0,Autumn
2024-04-29,Brisbane,Queensland,25.6,68.2,Autumn
2024-04-30,Brisbane,Queensland,25.0,74.6,Autumn
2024-05-01,Brisbane,Queensland,21.1,73.8,Autumn
2024-05-02,Brisbane,Queensland,19.3,69.1,Autumn
2024-05-03,Brisbane,Queensland,18.4,74.2,Autumn
2024-05-04,Brisbane,Queensland,21.1,71.1,Autumn
2024-05-05,Brisbane,Queensland,24.4,72.4,Autumn
2024-05-06,Brisbane,Queensland,25.7,64.6,Autumn
2024-05-07,Brisbane,Queensland,23.7,64.0,Autumn
2024-05-08,Brisbane,Queensland,21.9,70.3,Autumn
2024-05-09,Brisbane,Queensland,22.1,71.6,Autumn
2024-05-10,Brisbane,Queensland,20.9,63.8,Autumn
2024-05-11,Brisbane,Queensland,17.7,71.9,Autumn
2024-05-12,Brisbane,Queensland,17.1,71.7,Autumn
2024-05-13,Brisbane,Queensland,20.0,62.4,Autumn
2024-05-14,Brisbane,Queensland,19.4,78.8,Autumn
2024-05-15,Brisbane,Queensland,22.6,63.6,Autumn
2024-05-16,Brisbane,Queensland,23.1,61.4,Autumn
2024-05-17,Brisbane,Queensland,24.1,65.3,Autumn
2024-05-18,Brisbane,Queensland,23.8,70.3,Autumn
2024-05-19,Brisbane,Queensland,22.6,72.8,Autumn
2024-05-20,Brisbane,Queensland,22.4,65.8,Autumn
2024-05-21,Brisbane,Queensland,21.1,75.8,Autumn
2024-05-22,Brisbane,Queensland,15.8,68.9,Autumn
2024-05-23,Brisbane,Queensland,17.5,69.3,Autumn
2024-05-24,Brisbane,Queensland,16.7,79.1,Autumn
2024-05-25,Brisbane,Queensland,16.9,74.2,Autumn
2024-05-26,Brisbane,Queensland,17.8,72.3,Autumn
2024-05-27,Brisbane,Queensland,17.8,75.0,Autumn
2024-05-28,Brisbane,Queensland,16.9,73.3,Autumn
2024-05-29,Brisbane,Queensland,18.7,70.2,Autumn
2024-05-30,Brisbane,Queensland,17.9,65.6,Autumn
2024-05-31,Brisbane,Queensland,13.6,70.2,Autumn
2024-06-01,Brisbane,Queensland,14.3,65.9,Winter
2024-06-02,Brisbane,Queensland,16.1,59.0,Winter
2024-06-03,Brisbane,Queensland,15.7,64.2,Winter
2024-06-04,Brisbane,Queensland,12.7,66.8,Winter
2024-06-05,Brisbane,Queensland,12.2,59.2,Winter
2024-06-06,Brisbane,Queensland,15.9,51.4,Winter
2024-06-07,Brisbane,Queensland,15.3,66.3,Winter
2024-06-08,Brisbane,Queensland,17.7,68.0,Winter
2024-06-09,Brisbane,Queensland,17.6,70.4,Winter
2024-06-10,Brisbane,Queensland,16.2,62.5,Winter
2024-06-11,Brisbane,Queensland,16.8,63.0,Winter
2024-06-12,Brisbane,Queensland,16.9,64.3,Winter
2024-06-13,Brisbane,Queensland,14.6,70.7,Winter
2024-06-14,Brisbane,Queensland,20.2,61.4,Winter
2024-06-15,Brisbane,Queensland,20.8,67.4,Winter
2024-06-16,Brisbane,Queensland,18.9,66.3,Winter
2024-06-17,Brisbane,Queensland,21.0,75.3,Winter
2024-06-18,Brisbane,Queensland,19.8,64.5,Winter
2024-06-19,Brisbane,Queensland,17.0,59.2,Winter
2024-06-20,Brisbane,Queensland,16.1,70.3,Winter
2024-06-21,Brisbane,Queensland,15.8,70.7,Winter
2024-06-22,Brisbane,Queensland,18.2,54.1,Winter
2024-06-23,Brisbane,Queensland,18.2,66.2,Winter
2024-06-24,Brisbane,Queensland,18.5,62.2,Winter
2024-06-25,Brisbane,Queensland,17.3,64.5,Winter
2024-06-26,Brisbane,Queensland,15.8,57.7,Winter
2024-06-27,Brisbane,Queensland,17.1,70.1,Winter
2024-06-28,Brisbane,Queensland,14.6,69.0,Winter
2024-06-29,Brisbane,Queensland,19.4,76.0,Winter
2024-06-30,Brisbane,Queensland,19.2,64.4,Winter
2024-07-01,Brisbane,Queensland,19.1,57.8,Winter
2024-07-02,Brisbane,Queensland,18.8,61.0,Winter
2024-07-03,Brisbane,Queensland,17.4,68.2,Winter
2024-07-04,Brisbane,Queensland,16.5,57.4,Winter
2024-07-05,Brisbane,Queensland,16.1,60.6,Winter
2024-07-06,Brisbane,Queensland,16.4,61.1,Winter
2024-07-07,Brisbane,Queensland,17.7,53.2,Winter
2024-07-08,Brisbane,Queensland,21.0,60.5,Winter
2024-07-09,Brisbane,Queensland,15.7,61.6,Winter
2024-07-10,Brisbane,Queensland,16.6,63.0,Winter
2024-07-11,Brisbane,Queensland,19.6,63.6,Winter
2024-07-12,Brisbane,Queensland,21.4,55.0,Winter
2024-07-13,Brisbane,Queensland,18.4,48.6,Winter
2024-07-14,Brisbane,Queensland,19.5,61.3,Winter
2024-07-15,Brisbane,Queensland,18.9,73.7,Winter
2024-07-16,Brisbane,Queensland,18.6,64.2,Winter
2024-07-17,Brisbane,Queensland,19.4,65.3,Winter
2024-07-18,Brisbane,Queensland,17.6,59.2,Winter
2024-07-19,Brisbane,Queensland,18.2,53.6,Winter
2024-07-20,Brisbane,Queensland,18.5,66.4,Winter
2024-07-21,Brisbane,Queensland,19.5,59.7,Winter
2024-07-22,Brisbane,Queensland,19.3,57.5,Winter
2024-07-23,Brisbane,Queensland,18.4,61.7,Winter
2024-07-24,Brisbane,Queensland,18.2,72.5,Winter
2024-07-25,Brisbane,Queensland,15.1,61.3,Winter
2024-07-26,Brisbane,Queensland,15.4,72.8,Winter
2024-07-27,Brisbane,Queensland,12.8,63.9,Winter
2024-07-28,Brisbane,Queensland,11.7,71.9,Winter
2024-07-29,Brisbane,Queensland,13.4,61.7,Winter
2024-07-30,Brisbane,Queensland,17.3,65.9,Winter
2024-07-31,Brisbane,Queensland,18.3,79.4,Winter
2024-08-01,Brisbane,Queensland,20.7,56.2,Winter
2024-08-02,Brisbane,Queensland,20.5,54.6,Winter
2024-08-03,Brisbane,Queensland,21.6,65.0,Winter
2024-08-04,Brisbane,Queensland,16.6,47.5,Winter
2024-08-05,Brisbane,Queensland,16.9,58.4,Winter
2024-08-06,Brisbane,Queensland,16.1,68.0,Winter
2024-08-07,Brisbane,Queensland,17.2,53.4,Winter
2024-08-08,Brisbane,Queensland,14.8,66.8,Winter
2024-08-09,Brisbane,Queensland,16.8,75.0,Winter
